PM2.5 (µg/m³),CO (mg/m³),AT (°C),RH (%),WS (m/s),WD (deg),TOT-RF (mm),BP (mmHg),month,weekday,hour,season,AQI_PM_2_5,AQI_CO
61.75,0.55,22.05,45.05,0.71,294.84,0.0,1016.5,1,6,10,0,2,0
58.68,0.51,22.88,38.9,0.83,302.9,0.2,1016.2,1,6,10,0,1,0
58.68,0.49,23.37,35.11,1.16,346.0,0.0,1015.9,1,6,10,0,1,0
58.68,0.48,23.89,33.4,0.96,326.61,0.0,1015.6,1,6,11,0,1,0
57.56,0.48,24.18,36.01,0.91,339.29,0.0,1015.3,1,6,11,0,1,0
41.95,0.47,24.03,36.32,0.67,343.39,0.0,1015.0,1,6,11,0,1,0
41.95,0.45,24.93,31.59,1.2,353.61,0.0,1014.6,1,6,11,0,1,0
41.95,0.36,25.74,28.74,0.98,345.1,0.0,1014.2,1,6,12,0,1,0
41.96,0.36,26.21,26.74,1.32,349.73,0.0,1013.8,1,6,12,0,1,0
42.17,0.37,26.29,26.31,1.0,353.71,0.2,1013.4,1,6,12,0,1,0
42.17,0.39,26.4,25.5,0.87,335.01,0.0,1013.2,1,6,12,0,1,0
42.17,0.4,26.9,23.82,0.91,310.76,0.0,1012.9,1,6,13,0,1,0
41.95,0.4,27.13,23.16,0.64,323.46,0.0,1012.7,1,6,13,0,1,0
38.2,0.39,27.12,22.8,0.6,298.59,0.0,1012.6,1,6,13,0,1,0
38.2,0.39,26.89,25.12,0.75,302.43,0.0,1012.4,1,6,13,0,1,0
38.2,0.36,27.03,20.87,1.13,306.01,0.0,1012.4,1,6,14,0,1,0
38.1,0.37,27.63,19.48,0.89,325.68,0.0,1012.3,1,6,14,0,1,0
36.31,0.34,27.66,18.95,0.91,349.24,0.0,1012.3,1,6,14,0,1,0
36.31,0.32,27.55,18.18,0.94,338.84,0.0,1012.4,1,6,14,0,1,0
36.31,0.33,27.95,17.21,0.69,292.09,0.0,1012.4,1,6,15,0,1,0
36.01,0.33,27.86,17.0,0.46,306.38,0.0,1012.3,1,6,15,0,1,0
30.92,0.33,27.3,18.2,0.49,334.82,0.0,1012.1,1,6,15,0,1,0
30.92,0.34,26.69,20.3,0.36,286.66,0.0,1012.2,1,6,15,0,1,0
30.92,0.32,25.89,23.47,0.32,318.53,0.0,1012.2,1,6,16,0,1,0
30.61,0.31,25.67,25.46,0.21,334.63,0.0,1012.3,1,6,16,0,1,0
25.5,0.35,25.23,27.46,0.18,317.95,0.0,1012.4,1,6,16,0,0,0
25.5,0.36,24.61,29.97,0.14,289.42,0.2,1012.4,1,6,16,0,0,0
25.5,0.36,23.65,34.09,0.2,333.39,0.0,1012.7,1,6,17,0,0,0
25.67,0.39,22.26,41.44,0.25,11.24,0.0,1012.8,1,6,17,0,0,0
28.55,0.41,21.54,44.6,0.39,0.25,0.0,1013.0,1,6,17,0,0,0
28.55,0.42,21.2,45.43,0.36,357.1,0.0,1013.2,1,6,17,0,0,0
28.55,0.43,20.27,51.46,0.37,6.61,0.0,1013.4,1,6,18,0,0,0
28.5,0.48,20.24,49.18,0.56,1.26,0.0,1013.7,1,6,18,0,0,0
27.81,0.51,20.09,49.39,0.59,0.36,0.0,1013.9,1,6,18,0,0,0
27.81,0.51,19.99,48.97,0.54,0.57,0.0,1014.0,1,6,18,0,0,0
27.81,0.54,19.87,49.45,0.42,357.08,0.0,1014.2,1,6,19,0,0,0
27.82,0.56,19.24,53.17,0.36,2.2,0.0,1014.3,1,6,19,0,0,0
27.9,0.58,19.09,53.12,0.47,0.08,0.0,1014.6,1,6,19,0,0,0
27.9,0.58,18.96,53.53,0.29,358.54,0.0,1014.8,1,6,19,0,0,0
27.9,0.61,18.75,54.79,0.36,354.57,0.0,1015.1,1,6,20,0,0,0
28.18,0.62,18.44,55.45,0.29,354.68,0.0,1015.3,1,6,20,0,0,0
32.98,0.66,18.26,58.06,0.75,0.08,0.0,1015.4,1,6,20,0,1,0
32.98,0.69,17.91,59.42,0.74,0.32,0.0,1015.4,1,6,20,0,1,0
32.98,0.68,17.59,62.02,0.36,355.05,0.0,1015.6,1,6,21,0,1,0
33.39,0.7,17.47,63.44,0.7,0.25,0.2,1015.7,1,6,21,0,1,0
40.48,0.75,17.37,64.67,0.84,0.31,0.0,1015.8,1,6,21,0,1,0
40.48,0.75,17.22,64.99,0.72,1.03,0.0,1015.9,1,6,21,0,1,0
40.48,0.75,16.97,67.64,0.35,355.38,0.0,1016.0,1,6,22,0,1,0
40.4,0.74,16.92,66.81,0.33,0.77,0.0,1016.0,1,6,22,0,1,0
39.08,0.73,16.82,66.13,0.24,347.66,0.0,1016.0,1,6,22,0,1,0
39.08,0.72,16.96,64.44,0.23,347.1,0.0,1016.0,1,6,22,0,1,0
39.08,0.71,17.07,63.35,0.26,350.47,0.0,1016.0,1,6,23,0,1,0
38.06,0.69,17.11,64.33,0.27,345.18,0.0,1016.0,1,6,23,0,1,0
30.72,0.67,17.16,64.63,0.22,328.15,0.0,1016.0,1,6,23,0,1,0
30.72,0.63,16.55,68.26,0.25,337.82,0.0,1016.0,1,0,0,0,1,0
30.34,0.64,16.43,69.25,0.39,356.86,0.0,1015.9,1,0,0,0,1,0
27.59,0.64,16.26,70.58,0.33,356.47,0.0,1015.7,1,0,0,0,0,0
27.59,0.63,16.08,71.54,0.24,343.18,0.0,1015.7,1,0,0,0,0,0
27.59,0.64,15.87,73.67,0.23,15.39,0.0,1015.7,1,0,1,0,0,0
27.94,0.63,15.74,73.71,0.19,28.48,0.0,1015.7,1,0,1,0,0,0
33.8,0.63,15.41,77.01,0.26,358.79,0.0,1015.6,1,0,1,0,1,0
33.8,0.62,15.13,79.25,0.29,339.15,0.0,1015.5,1,0,1,0,1,0
33.8,0.62,14.86,81.58,0.25,350.85,0.0,1015.4,1,0,2,0,1,0
33.98,0.63,14.66,83.02,0.28,353.82,0.0,1015.4,1,0,2,0,1,0
37.1,0.65,14.62,82.73,0.25,350.2,0.2,1015.3,1,0,2,0,1,0
37.1,0.67,14.57,83.08,0.24,22.36,0.0,1015.1,1,0,2,0,1,0
37.1,0.69,14.6,84.19,0.24,24.92,0.0,1015.1,1,0,3,0,1,0
37.56,0.72,14.56,85.17,0.22,44.33,0.0,1015.1,1,0,3,0,1,0
45.37,0.75,14.47,86.14,0.22,41.2,0.0,1015.2,1,0,3,0,1,0
45.37,0.75,14.51,86.78,0.23,68.82,0.0,1015.4,1,0,3,0,1,0
45.37,0.75,14.5,87.28,0.22,27.3,0.0,1015.4,1,0,4,0,1,0
45.1,0.75,14.38,88.05,0.22,7.1,0.0,1015.4,1,0,4,0,1,0
40.47,0.75,14.25,89.21,0.18,33.39,0.0,1015.6,1,0,4,0,1,0
40.47,0.76,14.23,89.66,0.2,354.41,0.0,1015.7,1,0,4,0,1,0
40.47,0.79,14.03,90.76,0.22,343.45,0.0,1015.8,1,0,5,0,1,0
40.77,0.84,13.92,92.03,0.17,31.02,0.0,1016.1,1,0,5,0,1,0
45.9,0.9,13.92,92.61,0.14,4.18,0.0,1016.3,1,0,5,0,1,0
45.9,0.95,13.94,92.61,0.1,95.36,0.0,1016.4,1,0,5,0,1,0
45.9,0.95,13.85,93.34,0.24,352.28,0.2,1016.5,1,0,6,0,1,0
46.75,1.07,13.83,93.83,0.28,340.71,0.0,1016.8,1,0,6,0,1,1
61.25,1.13,13.97,93.12,0.25,342.44,0.0,1016.9,1,0,6,0,2,1
61.25,1.15,14.15,92.69,0.23,354.58,0.0,1017.2,1,0,6,0,2,1
61.25,1.19,14.58,91.58,0.19,50.01,0.0,1017.5,1,0,7,0,2,1
61.3,1.23,15.1,89.84,0.04,22.85,0.0,1017.6,1,0,7,0,2,1
62.18,1.26,15.76,86.48,0.46,350.03,0.0,1017.8,1,0,7,0,2,1
62.18,1.27,16.41,83.93,0.38,356.48,0.0,1017.8,1,0,7,0,2,1
62.18,1.32,17.09,80.75,0.82,5.1,0.0,1018.0,1,0,8,0,2,1
62.63,1.32,17.83,77.6,0.6,346.56,0.2,1018.2,1,0,8,0,2,1
70.31,1.29,18.65,73.5,0.73,338.79,0.0,1018.3,1,0,8,0,2,1
70.31,1.25,19.57,69.48,0.51,336.19,0.0,1018.5,1,0,8,0,2,1
70.31,1.3,20.49,68.15,0.46,292.39,0.0,1018.6,1,0,9,0,2,1
70.39,1.36,21.28,66.24,0.47,287.25,0.0,1018.4,1,0,9,0,2,1
71.88,1.48,21.68,64.43,0.54,310.53,0.0,1018.2,1,0,9,0,2,1
71.88,1.46,21.94,65.15,0.79,346.05,0.0,1018.1,1,0,9,0,2,1
71.88,1.31,22.57,61.67,0.81,6.52,0.0,1017.8,1,0,10,0,2,1
72.26,1.36,23.28,62.11,0.6,311.22,0.0,1017.6,1,0,10,0,2,1
78.75,1.35,23.7,61.83,0.73,318.86,0.0,1017.3,1,0,10,0,2,1
78.75,1.31,24.25,59.92,0.41,303.36,0.0,1017.0,1,0,10,0,2,1
78.75,1.16,24.36,60.23,0.8,359.62,0.2,1016.7,1,0,11,0,2,1
78.39,1.11,24.29,60.78,0.71,349.68,0.0,1016.5,1,0,11,0,2,1
72.42,1.07,24.93,55.7,0.5,345.84,0.0,1016.2,1,0,11,0,2,1
72.42,1.03,25.76,51.06,0.65,346.7,0.0,1015.9,1,0,11,0,2,1
72.42,0.9,25.59,50.11,0.23,273.42,0.0,1015.5,1,0,12,0,2,0
48.01,0.75,28.2,36.44,0.47,330.75,0.0,1013.3,1,0,14,0,1,0
48.01,0.82,27.13,41.55,0.4,330.49,0.0,1013.2,1,0,14,0,1,0
51.43,0.8,27.59,38.34,0.42,348.78,0.0,1013.1,1,0,15,0,1,0
52.06,0.84,27.75,38.28,0.23,332.67,0.0,1013.0,1,0,15,0,1,0
52.06,0.85,27.56,35.89,0.71,348.78,0.0,1012.8,1,0,15,0,1,0
52.06,0.83,26.94,39.01,0.26,325.89,0.0,1012.8,1,0,15,0,1,0
58.28,0.85,26.48,40.09,0.34,340.46,0.0,1012.7,1,0,16,0,1,0
59.33,0.86,26.04,40.54,0.26,349.96,0.0,1012.8,1,0,16,0,1,0
59.33,0.93,25.31,45.09,0.3,0.57,0.2,1013.0,1,0,16,0,1,0
59.33,0.98,24.42,48.81,0.41,2.89,0.0,1013.2,1,0,16,0,1,0
61.32,1.08,23.09,58.98,0.37,6.61,0.0,1013.3,1,0,17,0,2,1
61.65,1.04,22.47,60.02,0.34,4.33,0.0,1013.3,1,0,17,0,2,1
61.65,1.08,21.92,63.07,0.32,18.91,0.0,1013.4,1,0,17,0,2,1
61.65,1.21,21.46,64.1,0.33,10.63,0.0,1013.5,1,0,17,0,2,1
67.37,1.3,21.27,62.94,0.39,2.27,0.0,1013.7,1,0,18,0,2,1
68.34,1.39,21.08,62.08,0.39,2.1,0.0,1013.8,1,0,18,0,2,1
68.34,1.41,20.84,60.9,0.29,4.92,0.0,1013.9,1,0,18,0,2,1
68.34,1.41,20.24,63.52,0.52,1.21,0.0,1014.0,1,0,18,0,2,1
70.57,1.37,19.8,64.03,0.41,4.69,0.0,1014.2,1,0,19,0,2,1
70.94,1.36,19.61,64.02,0.33,2.3,0.0,1014.2,1,0,19,0,2,1
70.94,1.38,19.5,64.65,0.28,4.22,0.2,1014.3,1,0,19,0,2,1
70.94,1.4,19.12,67.7,0.22,347.0,0.0,1014.6,1,0,19,0,2,1
78.32,1.44,19.04,66.68,0.42,3.53,0.0,1014.8,1,0,20,0,2,1
79.68,1.45,18.92,66.99,0.4,1.84,0.0,1014.8,1,0,20,0,2,1
79.68,1.46,18.81,67.05,0.23,331.72,0.0,1014.9,1,0,20,0,2,1
79.68,1.52,18.78,67.54,0.43,1.25,0.0,1015.1,1,0,20,0,2,1
84.35,1.65,18.68,70.21,0.74,0.29,0.0,1015.1,1,0,21,0,2,1
85.14,1.64,18.47,70.92,0.44,1.62,0.0,1015.1,1,0,21,0,2,1
85.14,1.73,18.46,69.25,0.7,1.97,0.0,1015.0,1,0,21,0,2,1
85.14,1.75,18.23,67.87,0.61,358.87,0.0,1015.1,1,0,21,0,2,1
92.8,1.74,18.26,65.68,0.44,1.42,0.0,1015.1,1,0,22,0,3,1
94.21,1.77,18.03,65.75,0.52,0.89,0.0,1015.0,1,0,22,0,3,1
94.21,1.77,17.85,65.84,0.61,0.16,0.0,1014.9,1,0,22,0,3,1
94.21,1.77,17.98,65.24,0.64,358.9,0.0,1014.9,1,0,22,0,3,1
96.31,1.81,18.79,61.12,0.56,357.0,0.0,1014.8,1,0,23,0,3,1
96.67,1.79,18.28,64.72,0.39,0.29,0.2,1014.8,1,0,23,0,3,1
96.67,1.77,17.7,67.61,0.3,357.15,0.0,1014.7,1,0,23,0,3,1
96.94,1.67,18.28,67.24,0.29,352.53,0.0,1014.6,1,1,0,0,3,1
96.99,1.64,18.59,69.83,0.31,341.97,0.0,1014.6,1,1,0,0,3,1
96.99,1.58,18.55,72.14,0.36,353.72,0.0,1014.7,1,1,0,0,3,1
96.99,1.54,18.3,74.73,0.33,352.24,0.0,1014.6,1,1,0,0,3,1
90.6,1.51,17.82,78.36,0.3,45.67,0.0,1014.5,1,1,1,0,3,1
89.52,1.49,17.45,81.21,0.25,26.82,0.0,1014.3,1,1,1,0,2,1
89.52,1.44,17.26,82.52,0.26,29.82,0.0,1014.2,1,1,1,0,2,1
89.52,1.38,17.19,84.24,0.27,66.51,0.2,1013.9,1,1,1,0,2,1
86.83,1.33,17.03,85.99,0.27,62.96,0.0,1013.7,1,1,2,0,2,1
76.53,1.17,17.7,88.93,0.16,17.58,0.0,1013.7,1,1,3,0,2,1
74.72,1.06,17.97,86.01,0.45,2.95,0.0,1013.6,1,1,3,0,2,1
74.72,0.99,18.31,77.49,0.49,9.52,0.0,1013.6,1,1,3,0,2,0
74.72,0.93,18.41,71.59,0.34,0.99,0.0,1013.7,1,1,3,0,2,0
72.59,0.89,18.48,67.99,0.48,355.15,0.2,1013.7,1,1,4,0,2,0
72.19,0.93,18.28,68.6,0.19,341.19,0.0,1013.7,1,1,4,0,2,0
72.19,0.89,17.99,70.23,0.14,344.42,0.0,1013.9,1,1,4,0,2,0
72.19,0.88,17.75,71.14,0.32,349.66,0.0,1013.9,1,1,4,0,2,0
57.13,0.89,17.72,70.31,0.25,336.98,0.0,1014.0,1,1,5,0,1,0
54.59,0.92,17.59,71.23,0.16,339.78,0.0,1014.3,1,1,5,0,1,0
54.59,0.93,17.4,71.99,0.31,359.06,0.2,1014.5,1,1,5,0,1,0
54.59,0.92,17.35,70.54,0.62,9.15,0.0,1014.6,1,1,5,0,1,0
54.5,0.87,17.29,69.17,0.34,17.38,0.0,1014.7,1,1,6,0,1,0
54.49,0.89,17.15,69.16,0.17,45.83,0.0,1014.9,1,1,6,0,1,0
54.49,0.89,17.12,68.91,0.35,17.62,0.0,1015.0,1,1,6,0,1,0
54.49,0.91,17.14,69.05,0.23,343.48,0.0,1015.1,1,1,6,0,1,0
55.3,0.92,17.41,68.12,0.3,20.98,0.0,1015.1,1,1,7,0,1,0
55.44,0.93,17.69,66.5,0.67,10.35,0.0,1015.3,1,1,7,0,1,0
55.44,0.96,17.93,66.82,0.42,355.05,0.0,1015.5,1,1,7,0,1,0
55.44,0.98,18.23,66.9,0.53,320.54,0.0,1015.8,1,1,7,0,1,0
65.38,1.0,18.87,65.89,0.62,331.97,0.0,1016.0,1,1,8,0,2,0
67.06,1.02,19.51,64.81,0.99,335.68,0.0,1016.0,1,1,8,0,2,1
67.06,0.88,20.68,62.92,1.04,295.41,0.0,1016.2,1,1,8,0,2,0
73.17,0.94,21.19,62.9,1.07,287.82,0.2,1016.2,1,1,9,0,2,0
74.2,0.93,21.2,67.34,0.72,255.68,0.0,1016.3,1,1,9,0,2,0
74.2,0.93,21.29,65.14,0.33,276.2,0.0,1016.3,1,1,9,0,2,0
74.2,0.92,21.99,59.92,0.66,254.51,0.0,1016.2,1,1,9,0,2,0
84.69,0.9,22.71,56.34,0.73,309.13,0.0,1016.0,1,1,10,0,2,0
86.47,0.9,23.61,51.27,0.7,318.58,0.0,1015.6,1,1,10,0,2,0
86.47,0.85,24.44,44.31,0.52,315.96,0.0,1015.2,1,1,10,0,2,0
86.47,0.78,25.11,35.34,1.09,283.06,0.0,1015.1,1,1,10,0,2,0
81.14,0.75,25.0,32.6,1.47,290.38,0.0,1014.8,1,1,11,0,2,0
80.16,0.74,25.23,30.58,1.32,303.25,0.0,1014.2,1,1,11,0,2,0
80.16,0.76,25.51,30.69,0.96,310.35,0.0,1013.9,1,1,11,0,2,0
80.16,0.74,26.11,28.34,0.95,311.36,0.0,1013.6,1,1,11,0,2,0
66.73,0.69,26.3,28.03,1.03,298.64,0.0,1013.2,1,1,12,0,2,0
64.46,0.67,26.48,27.03,1.31,327.05,0.0,1012.9,1,1,12,0,2,0
64.46,0.63,27.36,26.67,0.91,284.58,0.0,1012.7,1,1,12,0,2,0
64.46,0.61,27.46,25.48,0.91,299.86,0.0,1012.4,1,1,12,0,2,0
90.38,0.57,28.42,25.17,1.41,288.55,0.0,1011.7,1,1,13,0,3,0
90.38,0.54,28.86,23.38,1.09,313.39,0.0,1011.6,1,1,13,0,3,0
83.75,0.54,29.23,22.05,0.66,276.35,0.0,1011.4,1,1,14,0,2,0
82.52,0.5,29.31,21.49,1.16,287.8,0.0,1011.2,1,1,14,0,2,0
82.52,0.49,28.77,23.14,1.0,292.35,0.0,1011.2,1,1,14,0,2,0
82.52,0.51,28.31,25.72,0.77,309.81,0.0,1011.0,1,1,14,0,2,0
60.34,0.5,28.46,24.78,1.4,310.2,0.0,1010.9,1,1,15,0,2,0
56.44,0.53,28.33,26.54,0.67,300.05,0.0,1011.0,1,1,15,0,1,0
56.44,0.52,28.22,27.86,0.71,278.4,0.0,1011.0,1,1,15,0,1,0
56.44,0.51,27.89,29.13,0.74,329.19,0.0,1010.9,1,1,15,0,1,0
68.65,0.54,27.58,31.02,0.25,348.85,0.0,1011.0,1,1,16,0,2,0
70.71,0.65,27.28,33.01,0.14,346.66,0.0,1011.1,1,1,16,0,2,0
70.71,0.58,26.83,35.25,0.26,354.5,0.0,1011.2,1,1,16,0,2,0
70.71,0.66,26.09,39.19,0.2,290.01,0.0,1011.2,1,1,16,0,2,0
68.31,0.72,25.37,42.49,0.24,330.67,0.0,1011.3,1,1,17,0,2,0
67.89,0.76,24.14,47.29,0.29,1.75,0.0,1011.6,1,1,17,0,2,0
67.89,0.83,23.9,50.0,0.35,1.15,0.0,1011.8,1,1,17,0,2,0
70.85,0.9,23.48,50.67,0.54,359.56,0.0,1011.9,1,1,18,0,2,0
70.85,0.94,23.47,50.4,0.27,357.47,0.0,1012.3,1,1,18,0,2,0
70.85,1.02,23.84,49.42,0.24,313.21,0.0,1012.5,1,1,18,0,2,1
65.55,0.97,24.22,48.42,0.47,266.14,0.0,1012.7,1,1,19,0,2,0
64.65,0.94,24.12,49.72,0.07,290.49,0.0,1013.1,1,1,19,0,2,0
64.65,0.98,23.59,52.99,0.48,340.15,0.0,1013.2,1,1,19,0,2,0
64.65,0.94,23.72,49.25,0.82,291.05,0.0,1013.4,1,1,19,0,2,0
63.7,0.92,23.66,47.95,0.52,317.73,0.0,1013.4,1,1,20,0,2,0
63.54,0.89,23.68,45.41,0.85,306.64,0.0,1013.5,1,1,20,0,2,0
63.54,0.86,23.64,44.49,0.93,309.23,0.0,1013.8,1,1,20,0,2,0
63.54,0.79,23.5,44.48,0.96,313.55,0.0,1014.0,1,1,20,0,2,0
49.37,0.81,23.24,45.73,0.74,303.5,0.0,1013.9,1,1,21,0,1,0
46.88,0.84,22.97,47.28,0.48,329.18,0.0,1014.2,1,1,21,0,1,0
46.88,0.84,22.75,48.44,0.41,314.27,0.0,1014.2,1,1,21,0,1,0
46.88,0.86,22.65,49.22,0.64,310.93,0.0,1014.2,1,1,21,0,1,0
49.46,0.84,22.59,50.04,0.47,328.24,0.0,1014.3,1,1,22,0,1,0
49.9,0.83,22.48,50.44,0.7,307.43,0.0,1014.3,1,1,22,0,1,0
49.9,0.85,22.26,51.63,0.22,305.16,0.0,1014.2,1,1,22,0,1,0
49.9,0.89,22.01,52.77,0.28,296.87,0.0,1014.3,1,1,22,0,1,0
48.7,0.97,21.85,53.12,0.31,268.77,0.0,1014.2,1,1,23,0,1,0
48.5,1.0,21.48,54.18,0.04,291.38,0.0,1014.2,1,1,23,0,1,0
47.52,0.7,23.19,56.78,0.74,294.29,0.0,1015.5,2,2,10,0,1,0
47.52,0.69,23.64,53.23,0.85,308.59,0.0,1015.3,2,2,10,0,1,0
44.85,0.65,24.65,46.91,1.31,331.14,0.0,1014.8,2,2,11,0,1,0
44.39,0.53,25.21,42.99,1.08,315.54,0.0,1014.6,2,2,11,0,1,0
42.36,0.74,20.07,44.15,0.55,3.93,0.0,1011.2,2,5,18,0,1,0
42.36,0.81,19.98,42.86,0.5,5.04,0.0,1011.4,2,5,19,0,1,0
42.36,0.87,20.0,41.79,0.51,5.5,0.0,1011.7,2,5,19,0,1,0
49.49,0.92,20.43,37.61,0.48,357.2,0.0,1011.9,2,5,19,0,1,0
49.57,0.93,20.2,41.35,0.44,19.55,0.0,1012.1,2,5,19,0,1,0
49.57,0.96,19.5,42.2,0.36,12.99,0.0,1012.2,2,5,20,0,1,0
49.57,0.96,19.55,41.08,0.38,340.05,0.0,1012.4,2,5,20,0,1,0
56.95,0.93,19.61,39.9,0.35,355.27,0.0,1012.4,2,5,20,0,1,0
57.03,0.95,19.14,44.46,0.33,9.8,0.0,1012.6,2,5,20,0,1,0
57.03,0.99,18.45,49.05,0.36,2.35,0.0,1012.7,2,5,21,0,1,0
57.03,0.98,18.61,47.1,0.46,10.21,0.0,1012.8,2,5,21,0,1,0
75.78,0.98,18.64,46.17,0.42,352.87,0.0,1012.9,2,5,21,0,2,0
75.99,0.98,18.28,47.16,0.8,357.69,0.0,1012.9,2,5,21,0,2,0
75.99,0.97,17.57,51.69,0.67,2.64,0.0,1012.9,2,5,22,0,2,0
75.99,0.97,17.14,54.68,0.68,0.07,0.0,1012.8,2,5,22,0,2,0
73.17,0.97,16.77,55.17,0.63,358.82,0.0,1012.9,2,5,22,0,2,0
73.14,0.96,16.44,55.57,0.49,357.39,0.0,1012.9,2,5,22,0,2,0
73.14,0.94,16.29,56.59,0.51,356.15,0.0,1013.0,2,5,23,0,2,0
73.14,0.93,16.13,57.92,0.46,352.41,0.0,1012.9,2,5,23,0,2,0
70.77,0.93,16.15,58.99,0.35,354.61,0.0,1012.9,2,5,23,0,2,0
70.74,0.91,16.75,55.09,0.55,357.48,0.0,1012.7,2,6,0,0,2,0
70.74,0.93,16.81,53.73,0.49,356.51,0.0,1012.6,2,6,0,0,2,0
73.11,0.94,16.75,54.15,0.53,356.0,0.0,1012.4,2,6,0,0,2,0
73.14,0.94,16.35,57.83,0.28,356.25,0.0,1012.3,2,6,0,0,2,0
73.14,0.96,16.59,55.83,0.36,350.86,0.0,1012.1,2,6,1,0,2,0
73.14,0.96,16.66,55.49,0.46,357.8,0.0,1012.0,2,6,1,0,2,0
72.62,0.97,16.17,58.05,0.34,0.01,0.0,1011.9,2,6,1,0,2,0
72.61,0.97,16.32,56.4,0.65,358.7,0.0,1011.8,2,6,1,0,2,0
72.61,0.97,16.08,58.86,0.46,358.11,0.0,1011.8,2,6,2,0,2,0
72.61,0.97,15.81,60.14,0.29,2.45,0.0,1011.7,2,6,2,0,2,0
73.65,0.97,15.81,59.77,0.7,359.42,0.0,1011.6,2,6,2,0,2,0
73.66,0.96,16.05,57.56,0.64,359.76,0.0,1011.7,2,6,2,0,2,0
73.66,0.96,15.76,59.41,0.37,359.2,0.0,1011.7,2,6,3,0,2,0
73.66,0.96,15.62,61.58,0.35,2.38,0.0,1011.6,2,6,3,0,2,0
94.12,0.97,15.71,62.12,0.36,358.92,0.0,1011.5,2,6,3,0,3,0
94.35,0.96,15.91,61.29,0.25,343.23,0.0,1011.5,2,6,3,0,3,0
94.35,0.96,15.79,62.51,0.31,331.23,0.0,1011.6,2,6,4,0,3,0
94.35,0.96,15.97,61.75,0.4,324.8,0.0,1011.7,2,6,4,0,3,0
101.85,0.94,16.18,61.16,0.21,332.96,0.0,1011.8,2,6,4,0,3,0
101.93,0.92,16.23,62.17,0.16,314.89,0.0,1011.9,2,6,4,0,3,0
101.93,0.87,16.28,62.66,0.23,296.9,0.0,1012.1,2,6,5,0,3,0
101.93,0.85,16.2,62.62,0.17,318.46,0.0,1012.4,2,6,5,0,3,0
93.37,0.84,16.12,62.94,0.17,340.43,0.0,1012.7,2,6,5,0,3,0
93.27,0.86,15.44,66.94,0.09,340.87,0.0,1012.8,2,6,5,0,3,0
93.27,0.79,14.81,71.45,0.08,11.26,0.0,1013.0,2,6,6,0,3,0
93.27,0.87,14.19,77.95,0.14,21.5,0.0,1013.2,2,6,6,0,3,0
104.9,1.02,13.62,84.53,0.26,7.04,0.0,1013.4,2,6,6,0,3,1
105.03,1.08,13.57,86.16,0.32,14.86,0.0,1013.6,2,6,6,0,3,1
105.03,1.14,13.84,85.2,0.13,274.05,0.0,1013.8,2,6,7,0,3,1
105.03,1.15,14.49,80.81,0.09,258.45,0.0,1013.9,2,6,7,0,3,1
112.15,1.18,15.5,72.43,0.26,216.02,0.0,1014.0,2,6,7,0,3,1
112.23,1.19,16.46,67.74,0.39,217.77,0.0,1014.2,2,6,7,0,3,1
112.23,1.22,17.61,63.86,0.46,210.5,0.0,1014.3,2,6,8,0,3,1
112.23,1.24,18.85,59.06,0.35,211.04,0.0,1014.5,2,6,8,0,3,1
123.85,1.26,19.78,52.23,0.63,222.74,0.0,1014.7,2,6,8,0,4,1
123.98,1.64,20.14,50.4,1.04,207.63,0.0,1014.8,2,6,8,0,4,1
123.98,1.75,20.61,49.06,0.64,215.2,0.0,1014.8,2,6,9,0,4,1
123.98,1.55,21.15,47.59,0.6,238.21,0.0,1014.7,2,6,9,0,4,1
120.73,1.47,20.62,57.35,0.6,231.67,0.0,1014.6,2,6,9,0,4,1
120.7,1.37,20.65,54.77,0.69,252.03,0.0,1014.5,2,6,9,0,4,1
120.7,1.34,21.91,47.78,0.59,275.74,0.0,1014.3,2,6,10,0,4,1
120.7,1.31,21.96,50.36,0.61,254.58,0.0,1014.1,2,6,10,0,4,1
114.12,1.11,22.9,44.68,0.47,250.86,0.0,1013.9,2,6,10,0,3,1
114.05,1.07,23.59,41.15,0.5,203.2,0.0,1013.6,2,6,10,0,3,1
114.05,1.02,24.35,38.61,0.9,318.98,0.0,1013.3,2,6,11,0,3,1
114.05,0.87,24.58,36.07,0.59,247.9,0.0,1012.9,2,6,11,0,3,0
114.24,0.73,25.54,31.71,0.88,312.36,0.0,1012.6,2,6,11,0,3,0
114.24,0.75,25.67,34.77,0.77,292.02,0.0,1012.3,2,6,11,0,3,0
114.24,0.68,26.22,29.25,0.66,292.38,0.0,1011.9,2,6,12,0,3,0
114.24,0.72,27.05,26.66,0.67,285.22,0.0,1011.8,2,6,12,0,3,0
102.03,0.69,27.25,25.45,0.65,287.16,0.0,1011.5,2,6,12,0,3,0
101.89,0.65,27.34,25.0,1.05,316.18,0.0,1011.2,2,6,12,0,3,0
101.89,0.63,27.93,25.74,0.77,224.07,0.0,1010.9,2,6,13,0,3,0
101.89,0.63,26.04,33.2,0.31,289.0,0.0,1010.7,2,6,13,0,3,0
90.81,0.59,27.41,26.41,0.85,270.2,0.0,1010.4,2,6,13,0,3,0
90.56,0.55,28.54,22.51,0.67,231.06,0.0,1010.2,2,6,13,0,3,0
90.56,0.5,29.11,21.52,0.79,234.55,0.0,1010.0,2,6,14,0,3,0
90.56,0.43,27.68,25.85,0.73,280.0,0.0,1009.9,2,6,14,0,3,0
70.0,0.43,28.35,20.64,0.89,300.14,0.0,1009.8,2,6,14,0,2,0
